failed_logins,request_rate,commands_count,sql_payload,honeytoken_access,session_time,label
1,38,1,0,0,1538,Normal
3,28,2,0,0,662,Normal
2,16,2,0,0,1289,Normal
3,27,2,0,0,1316,Normal
3,39,4,0,0,989,Normal
2,21,3,0,0,1306,Normal
90,438,2,0,0,136,BruteForce
2,29,0,0,0,622,Normal
2,16,2,0,0,1181,Normal
0,144,15,1,0,472,Injection
0,29,3,0,0,1624,Normal
2,32,5,0,0,1035,Normal
0,36,2,0,0,760,Normal
0,33,3,0,0,1285,Normal
6,118,29,1,0,498,Injection
0,29,4,0,0,1085,Normal
1,58,13,0,1,1512,DataExfil
3,30,3,0,0,613,Normal
2,33,6,0,1,3323,DataExfil
1,15,5,0,0,762,Normal
1,35,16,0,1,3486,DataExfil
1,7,3,0,0,1679,Normal
3,29,3,0,0,252,Normal
1,30,4,0,0,529,Normal
4,1586,3,0,0,57,Recon
2,7,4,0,0,680,Normal
8,961,6,0,0,73,Recon
2,27,3,0,0,439,Normal
4,39,17,0,1,2061,DataExfil
8,20,16,1,0,253,Injection
3,4,0,0,0,617,Normal
1,18,1,0,0,1794,Normal
1,23,3,0,0,935,Normal
1,28,19,0,1,1522,DataExfil
1,4,0,0,0,1796,Normal
3,8,1,0,0,1021,Normal
177,120,1,0,0,211,BruteForce
3,20,1,0,0,148,Normal
2,34,4,0,0,971,Normal
3,7,5,0,0,585,Normal
0,29,0,0,0,1078,Normal
2,22,12,0,1,1478,DataExfil
2,16,11,0,1,1048,DataExfil
1,26,2,0,0,627,Normal
4,56,45,1,0,515,Injection
5,92,39,1,0,71,Injection
0,79,22,1,0,145,Injection
62,423,1,0,0,184,BruteForce
0,2,2,0,0,168,Normal
3,27,6,0,1,2425,DataExfil
1,134,37,1,0,101,Injection
2,17,3,0,0,1408,Normal
8,45,47,1,0,385,Injection
3,22,4,0,0,327,Normal
0,6,1,0,0,450,Normal
2,10,4,0,0,373,Normal
3,26,1,0,0,451,Normal
3,4,3,0,0,574,Normal
3,1433,5,0,0,54,Recon
3,17,5,0,0,397,Normal
1,39,0,0,0,1139,Normal
0,52,6,0,1,1196,DataExfil
0,4,0,0,0,1111,Normal
2,26,0,0,0,1204,Normal
1,9,3,0,0,377,Normal
125,232,2,0,0,262,BruteForce
9,1831,3,0,0,14,Recon
0,5,1,0,0,573,Normal
3,25,2,0,0,938,Normal
3,113,46,1,0,158,Injection
3,79,30,1,0,78,Injection
2,17,5,0,0,1758,Normal
2,19,5,0,0,468,Normal
3,28,1,0,0,401,Normal
2,6,0,0,0,1151,Normal
2,21,0,0,0,368,Normal
0,10,3,0,0,1560,Normal
56,352,0,0,0,131,BruteForce
2,6,0,0,0,1449,Normal
1,26,0,0,0,1005,Normal
3,13,4,0,0,1559,Normal
50,489,2,0,0,44,BruteForce
4,801,5,0,0,94,Recon
3,1,0,0,0,1177,Normal
3,11,12,0,1,2300,DataExfil
3,21,8,0,1,2929,DataExfil
161,338,0,0,0,67,BruteForce
1,11,17,0,1,1146,DataExfil
1,35,0,0,0,1377,Normal
14,685,6,0,0,56,Recon
0,7,0,0,0,884,Normal
135,387,0,0,0,68,BruteForce
3,1709,2,0,0,103,Recon
1,33,16,1,0,458,Injection
4,46,17,1,1,471,Injection
17,1489,4,0,0,40,Recon
1,17,0,0,0,639,Normal
2,16,19,0,1,3267,DataExfil
1,39,3,0,0,1035,Normal
0,7,3,0,0,1325,Normal
2,11,17,0,1,1313,DataExfil
3,52,14,0,1,2346,DataExfil
0,9,4,0,0,472,Normal
3,9,2,0,0,765,Normal
178,224,0,0,0,259,BruteForce
4,29,42,1,0,96,Injection
3,39,17,0,1,3327,DataExfil
1,50,23,1,0,401,Injection
3,1,3,0,0,781,Normal
2,16,2,0,0,826,Normal
162,181,1,0,0,150,BruteForce
2,27,7,0,1,2958,DataExfil
1,27,3,0,0,1630,Normal
3,8,0,0,0,1509,Normal
4,92,30,1,0,99,Injection
1,6,4,0,0,1541,Normal
1,4,2,0,0,648,Normal
0,26,2,0,0,935,Normal
156,130,2,0,0,143,BruteForce
2,34,3,0,0,940,Normal
2,56,13,0,1,855,DataExfil
2,47,13,0,1,780,DataExfil
2,25,0,0,0,1167,Normal
3,16,5,0,0,540,Normal
131,265,0,0,0,80,BruteForce
0,29,3,0,0,1110,Normal
2,18,2,0,0,1385,Normal
1,11,2,0,0,1039,Normal
111,342,1,0,0,86,BruteForce
2,23,3,0,0,808,Normal
3,22,3,0,0,1747,Normal
0,7,4,0,0,1021,Normal
18,1339,3,0,0,13,Recon
3,38,2,0,0,340,Normal
4,57,10,0,1,1793,DataExfil
4,30,18,0,1,3390,DataExfil
4,57,6,0,1,2606,DataExfil
2,1,3,0,0,874,Normal
2,1326,4,0,0,12,Recon
170,323,0,0,0,151,BruteForce
65,210,1,0,0,132,BruteForce
2,9,17,0,1,2855,DataExfil
2,11,4,0,0,127,Normal
3,24,3,0,0,1124,Normal
3,27,3,0,0,326,Normal
0,28,0,0,0,353,Normal
1,33,5,0,0,1285,Normal
0,20,6,0,1,2782,DataExfil
0,55,11,0,1,2080,DataExfil
14,1296,3,0,0,92,Recon
7,814,8,0,0,117,Recon
53,286,0,0,0,240,BruteForce
2,16,2,0,0,1533,Normal
3,18,3,0,0,1547,Normal
3,29,5,0,0,849,Normal
86,128,1,0,0,86,BruteForce
3,15,3,0,0,644,Normal
0,7,4,0,0,608,Normal
3,36,3,0,0,1716,Normal
3,29,5,0,0,274,Normal
1,4,4,0,0,792,Normal
0,3,3,0,0,426,Normal
1,16,1,0,0,365,Normal
2,6,4,0,0,904,Normal
189,224,0,0,0,60,BruteForce
7,80,19,1,0,440,Injection
17,1722,4,0,0,19,Recon
2,16,18,0,1,718,DataExfil
1,7,1,0,0,1633,Normal
0,27,3,0,0,652,Normal
7,34,29,1,0,484,Injection
81,191,0,0,0,62,BruteForce
3,33,3,0,0,828,Normal
3,7,3,0,0,669,Normal
3,33,16,0,1,1766,DataExfil
10,981,1,0,0,25,Recon
1,16,1,0,0,694,Normal
2,29,0,0,0,428,Normal
0,7,4,0,0,1403,Normal
2,45,16,0,1,935,DataExfil
1,4,1,0,0,361,Normal
2,18,3,0,0,572,Normal
3,26,1,0,0,1738,Normal
3,31,0,0,0,182,Normal
1,5,2,0,0,842,Normal
1,4,4,0,0,932,Normal
48,473,0,0,0,291,BruteForce
1,23,5,0,0,1409,Normal
0,26,19,0,1,2514,DataExfil
0,10,3,0,0,1760,Normal
0,1,1,0,0,433,Normal
13,1085,5,0,0,5,Recon
3,7,7,0,1,3211,DataExfil
4,29,16,0,1,2545,DataExfil
2,22,4,0,0,536,Normal
74,206,2,0,0,152,BruteForce
1,28,17,0,1,2779,DataExfil
0,34,4,0,0,1144,Normal
4,148,28,1,0,312,Injection
3,26,1,0,0,1252,Normal
2,6,2,0,0,306,Normal
2,12,18,0,1,1121,DataExfil
0,15,1,0,0,165,Normal
1,10,3,0,0,1454,Normal
2,16,1,0,0,1674,Normal
2,96,34,1,1,460,Injection
3,19,3,0,0,1677,Normal
0,39,1,0,0,472,Normal
3,33,3,0,0,1273,Normal
1,22,0,0,0,1233,Normal
11,1311,4,0,0,80,Recon
131,332,1,0,0,95,BruteForce
0,33,5,0,0,227,Normal
130,291,2,0,0,95,BruteForce
3,37,1,0,0,483,Normal
1,35,1,0,0,1034,Normal
0,48,17,0,1,2611,DataExfil
0,40,5,0,1,2479,DataExfil
3,37,18,0,1,3331,DataExfil
8,148,27,1,0,515,Injection
3,9,5,0,0,1273,Normal
3,13,4,0,0,742,Normal
62,401,1,0,0,24,BruteForce
2,12,0,0,0,1451,Normal
4,7,13,0,1,3498,DataExfil
117,383,2,0,0,63,BruteForce
3,42,12,0,1,1302,DataExfil
3,39,5,0,0,1676,Normal
0,56,14,0,1,1858,DataExfil
0,41,17,0,1,2220,DataExfil
0,21,2,0,0,685,Normal
3,6,4,0,0,1287,Normal
8,1285,8,0,0,18,Recon
1,30,3,0,0,235,Normal
0,29,2,0,0,934,Normal
0,35,4,0,0,983,Normal
3,17,5,0,0,881,Normal
3,29,16,1,0,269,Injection
0,29,2,0,0,1375,Normal
2,8,3,0,0,1133,Normal
0,34,3,0,0,1351,Normal
3,7,2,0,0,1733,Normal
0,33,3,0,0,1132,Normal
2,43,17,0,1,3183,DataExfil
15,815,8,0,0,91,Recon
1,20,15,0,1,1911,DataExfil
1,24,0,0,0,1452,Normal
3,27,5,0,0,437,Normal
4,43,11,0,1,2468,DataExfil
197,344,0,0,0,178,BruteForce
139,224,0,0,0,203,BruteForce
1,5,2,0,0,905,Normal
9,1660,1,0,0,90,Recon
0,9,3,0,0,1605,Normal
2,37,2,0,0,1590,Normal
133,350,1,0,0,291,BruteForce
3,50,15,0,1,1125,DataExfil
2,32,17,0,1,756,DataExfil
2,13,3,0,0,806,Normal
2,11,1,0,0,690,Normal
2,31,4,0,0,453,Normal
145,444,0,0,0,106,BruteForce
3,38,5,0,0,739,Normal
3,4,5,0,0,537,Normal
3,32,3,0,0,350,Normal
144,299,1,0,0,170,BruteForce
2,12,0,0,0,1017,Normal
3,970,8,0,0,16,Recon
65,149,1,0,0,279,BruteForce
0,29,17,0,1,1079,DataExfil
52,246,0,0,0,104,BruteForce
0,20,13,0,1,1789,DataExfil
9,96,28,1,0,550,Injection
3,39,1,0,0,694,Normal
1,8,4,0,0,639,Normal
1,15,3,0,0,602,Normal
2,22,4,0,0,470,Normal
19,1592,7,0,0,28,Recon
4,8,6,0,1,1793,DataExfil
126,351,2,0,0,232,BruteForce
146,349,0,0,0,98,BruteForce
4,146,36,1,0,380,Injection
0,20,0,0,0,1632,Normal
5,86,21,1,0,232,Injection
0,20,14,0,1,610,DataExfil
51,479,2,0,0,87,BruteForce
1,57,5,0,1,3578,DataExfil
2,4,3,0,0,903,Normal
0,21,4,0,0,904,Normal
3,32,4,0,0,1734,Normal
0,15,1,0,0,1725,Normal
0,20,0,0,0,1458,Normal
0,38,5,0,0,1288,Normal
0,1,4,0,0,1597,Normal
0,30,5,0,0,1626,Normal
2,60,42,1,0,101,Injection
1,8,12,0,1,2301,DataExfil
3,7,1,0,0,1067,Normal
5,28,23,1,0,165,Injection
5,90,36,1,0,581,Injection
7,1389,2,0,0,70,Recon
0,3,5,0,0,1169,Normal
139,125,1,0,0,273,BruteForce
2,54,10,0,1,1061,DataExfil
14,680,5,0,0,22,Recon
13,1198,3,0,0,43,Recon
15,615,8,0,0,107,Recon
4,48,19,0,1,1376,DataExfil
0,31,17,0,1,3324,DataExfil
2,24,1,0,0,1575,Normal
136,476,0,0,0,105,BruteForce
2,5,19,0,1,1425,DataExfil
8,127,19,1,1,592,Injection
3,18,4,0,0,941,Normal
143,210,0,0,0,125,BruteForce
2,23,5,0,0,571,Normal
3,35,7,0,1,1790,DataExfil
5,11,38,1,0,385,Injection
0,29,3,0,0,734,Normal
3,1,2,0,0,975,Normal
186,235,2,0,0,117,BruteForce
0,30,5,0,0,1512,Normal
0,42,17,0,1,1761,DataExfil
129,347,2,0,0,218,BruteForce
0,23,5,0,0,427,Normal
3,33,2,0,0,1297,Normal
3,29,2,0,0,1545,Normal
9,1361,5,0,0,78,Recon
191,201,2,0,0,104,BruteForce
164,357,1,0,0,245,BruteForce
59,452,0,0,0,134,BruteForce
4,816,1,0,0,41,Recon
185,374,1,0,0,49,BruteForce
2,29,1,0,0,1608,Normal
111,164,0,0,0,144,BruteForce
3,28,5,0,0,610,Normal
59,102,0,0,0,227,BruteForce
175,496,2,0,0,202,BruteForce
0,26,0,0,0,1071,Normal
7,124,27,1,0,148,Injection
3,40,19,0,1,1121,DataExfil
2,16,18,0,1,3083,DataExfil
1,33,1,0,0,470,Normal
3,18,12,0,1,1317,DataExfil
13,969,3,0,0,90,Recon
3,58,9,0,1,1121,DataExfil
12,1495,3,0,0,55,Recon
3,38,2,0,0,970,Normal
1,35,3,0,0,664,Normal
3,19,2,0,0,899,Normal
179,318,0,0,0,268,BruteForce
3,23,2,0,0,591,Normal
1,20,2,0,0,983,Normal
0,13,5,0,0,154,Normal
195,245,2,0,0,134,BruteForce
0,14,0,0,0,1490,Normal
3,23,3,0,0,550,Normal
1,24,10,0,1,959,DataExfil
2,29,2,0,0,378,Normal
3,16,0,0,0,1271,Normal
4,9,14,0,1,2149,DataExfil
3,5,5,0,0,988,Normal
3,40,12,0,1,2920,DataExfil
1,16,4,0,0,603,Normal
15,1941,9,0,0,52,Recon
3,33,18,0,1,1627,DataExfil
1,40,6,0,1,2372,DataExfil
17,1900,6,0,0,61,Recon
109,329,2,0,0,45,BruteForce
4,31,15,0,1,3231,DataExfil
1,32,1,0,0,441,Normal
0,16,18,1,0,353,Injection
0,51,38,1,0,396,Injection
12,1138,4,0,0,22,Recon
55,421,0,0,0,91,BruteForce
1,17,5,0,0,234,Normal
1,38,0,0,0,1698,Normal
167,284,0,0,0,230,BruteForce
156,169,1,0,0,79,BruteForce
3,29,2,0,0,720,Normal
2,26,2,0,0,1618,Normal
0,57,10,0,1,743,DataExfil
2,26,0,0,0,1299,Normal
8,117,36,1,1,84,Injection
3,24,3,0,0,1203,Normal
150,165,1,0,0,62,BruteForce
3,52,11,0,1,767,DataExfil
4,16,12,0,1,2598,DataExfil
2,27,1,0,0,868,Normal
0,27,0,0,0,622,Normal
6,80,21,1,1,126,Injection
1,110,45,1,0,307,Injection
0,27,5,0,0,1659,Normal
3,19,1,0,0,1746,Normal
0,35,14,0,1,3117,DataExfil
0,21,3,0,0,1452,Normal
128,409,0,0,0,29,BruteForce
1,11,17,0,1,2183,DataExfil
2,2,5,0,0,1501,Normal
4,11,6,0,1,1494,DataExfil
0,30,0,0,0,435,Normal
3,20,1,0,0,508,Normal
2,15,10,0,1,3368,DataExfil
1,37,3,0,0,423,Normal
1,6,1,0,0,822,Normal
2,20,4,0,0,422,Normal
199,253,1,0,0,190,BruteForce
0,36,5,0,0,1293,Normal
3,10,0,0,0,150,Normal
0,37,19,0,1,1097,DataExfil
4,45,15,1,0,191,Injection
1,4,4,0,0,628,Normal
4,12,18,0,1,2616,DataExfil
1,16,4,0,0,382,Normal
0,22,17,0,1,977,DataExfil
3,28,1,0,0,448,Normal
2,58,11,0,1,1990,DataExfil
2,16,4,0,0,1439,Normal
59,338,0,0,0,15,BruteForce
4,53,11,0,1,2493,DataExfil
2,21,4,0,0,713,Normal
13,611,1,0,0,41,Recon
14,677,2,0,0,69,Recon
0,31,2,0,0,1220,Normal
1,17,0,0,0,1588,Normal
1,29,1,0,0,584,Normal
3,13,3,0,0,678,Normal
12,1827,2,0,0,105,Recon
1,23,1,0,0,1397,Normal
0,35,2,0,0,1063,Normal
2,9,5,0,0,896,Normal
2,29,2,0,0,1307,Normal
2,28,3,0,0,1397,Normal
2,5,5,0,0,593,Normal
3,19,0,0,0,1082,Normal
1,30,5,0,0,1209,Normal
0,20,5,0,0,1761,Normal
4,67,29,1,1,218,Injection
1,27,3,0,0,1617,Normal
139,267,0,0,0,196,BruteForce
0,11,1,0,0,184,Normal
3,22,1,0,0,265,Normal
1,10,2,0,0,305,Normal
15,1757,3,0,0,45,Recon
0,18,1,0,0,1645,Normal
2,4,5,0,0,527,Normal
1,6,12,0,1,1991,DataExfil
5,119,44,1,0,435,Injection
3,9,3,0,0,926,Normal
1,43,17,0,1,3584,DataExfil
1,8,7,0,1,3211,DataExfil
1,8,0,0,0,1188,Normal
3,27,0,0,0,968,Normal
5,35,38,1,0,336,Injection
2,13,4,0,0,1018,Normal
58,497,1,0,0,182,BruteForce
4,1945,2,0,0,79,Recon
9,1052,3,0,0,42,Recon
2,35,0,0,0,415,Normal
3,23,5,0,0,1337,Normal
7,44,43,1,0,112,Injection
136,491,1,0,0,185,BruteForce
0,24,1,0,0,1318,Normal
6,1617,3,0,0,70,Recon
0,10,3,0,0,1650,Normal
3,22,0,0,0,325,Normal
3,27,0,0,0,1613,Normal
2,10,17,0,1,1194,DataExfil
1,22,4,0,0,1371,Normal
147,382,2,0,0,59,BruteForce
0,17,3,0,0,1648,Normal
12,1626,2,0,0,100,Recon
2,1,1,0,0,360,Normal
2,13,1,0,0,1477,Normal
2,4,3,0,0,866,Normal
2,33,4,0,0,747,Normal
5,55,26,1,0,69,Injection
1,18,5,0,0,768,Normal
167,203,1,0,0,187,BruteForce
0,36,3,0,0,514,Normal
4,33,14,0,1,2697,DataExfil
4,28,12,0,1,2448,DataExfil
183,159,2,0,0,12,BruteForce
4,10,7,0,1,2153,DataExfil
4,82,17,1,0,383,Injection
2,25,4,0,0,1479,Normal
5,87,27,1,1,391,Injection
3,2,2,0,0,753,Normal
3,42,16,0,1,1057,DataExfil
0,16,0,0,0,880,Normal
8,1742,9,0,0,19,Recon
2,12,11,0,1,3127,DataExfil
3,43,7,0,1,3231,DataExfil
2,38,13,0,1,1228,DataExfil
2,7,1,0,0,1439,Normal
3,36,0,0,0,547,Normal
3,28,1,0,0,1035,Normal
4,36,22,1,0,332,Injection
3,32,1,0,0,1687,Normal
1,20,5,0,0,435,Normal
4,662,3,0,0,40,Recon
0,30,3,0,0,745,Normal
3,34,24,1,0,293,Injection
82,156,1,0,0,219,BruteForce
2,37,3,0,0,1722,Normal
145,327,2,0,0,105,BruteForce
4,135,30,1,1,175,Injection
1,48,13,0,1,3545,DataExfil
2,28,0,0,0,636,Normal
3,1349,1,0,0,20,Recon
1,32,2,0,0,1222,Normal
19,1100,1,0,0,85,Recon
2,28,0,0,0,973,Normal
179,170,1,0,0,56,BruteForce
13,1753,8,0,0,113,Recon
0,37,0,0,0,1048,Normal
45,343,1,0,0,112,BruteForce
1,37,4,0,0,516,Normal
3,18,0,0,0,1226,Normal
64,319,1,0,0,298,BruteForce
0,113,48,1,0,384,Injection
2,16,4,0,0,593,Normal
2,23,4,0,0,515,Normal
1,27,3,0,0,585,Normal
9,146,40,1,1,136,Injection
8,60,26,1,0,244,Injection
2,16,5,0,0,1739,Normal
2,17,5,0,0,1599,Normal
117,121,0,0,0,261,BruteForce
1,32,4,0,0,1256,Normal
130,326,1,0,0,120,BruteForce
3,117,47,1,0,187,Injection
3,27,19,0,1,1072,DataExfil
6,54,28,1,1,339,Injection
7,88,18,1,0,445,Injection
133,278,2,0,0,291,BruteForce
3,20,2,0,0,321,Normal
4,45,8,0,1,1092,DataExfil
2,10,14,0,1,1391,DataExfil
3,39,1,0,0,436,Normal
1,11,1,0,0,1058,Normal
0,41,11,0,1,1977,DataExfil
0,22,2,0,0,911,Normal
131,281,2,0,0,156,BruteForce
199,274,1,0,0,56,BruteForce
1,39,0,0,0,538,Normal
1,29,5,0,0,904,Normal
0,54,13,0,1,2108,DataExfil
2,32,3,0,0,1180,Normal
18,1782,9,0,0,106,Recon
83,167,0,0,0,84,BruteForce
0,55,48,1,0,454,Injection
3,38,4,0,0,140,Normal
9,1586,8,0,0,107,Recon
7,889,9,0,0,17,Recon
2,26,13,0,1,2644,DataExfil
1,1393,3,0,0,111,Recon
3,30,4,0,0,127,Normal
120,207,0,0,0,76,BruteForce
2,8,2,0,0,421,Normal
2,39,3,0,0,426,Normal
15,1700,4,0,0,55,Recon
4,875,8,0,0,40,Recon
0,34,2,0,0,1532,Normal
3,8,2,0,0,838,Normal
3,22,3,0,0,388,Normal
2,56,33,1,1,369,Injection
3,22,2,0,0,558,Normal
66,362,2,0,0,234,BruteForce
15,1008,8,0,0,19,Recon
0,22,8,0,1,1064,DataExfil
6,41,23,1,1,239,Injection
1,17,0,0,0,680,Normal
1,23,1,0,0,1471,Normal
19,1965,4,0,0,27,Recon
106,389,0,0,0,55,BruteForce
2,30,2,0,0,1776,Normal
2,18,5,0,0,1586,Normal
3,28,2,0,0,633,Normal
2,22,2,0,0,1526,Normal
1,18,12,0,1,1853,DataExfil
103,170,1,0,0,193,BruteForce
139,140,0,0,0,93,BruteForce
7,16,40,1,0,195,Injection
11,1508,4,0,0,82,Recon
1,31,12,0,1,1931,DataExfil
1,39,4,0,0,925,Normal
3,8,3,0,0,588,Normal
1,16,2,0,0,1544,Normal
2,29,1,0,0,1795,Normal
1,15,0,0,0,953,Normal
1,25,1,0,0,887,Normal
0,13,5,0,0,1237,Normal
0,15,1,0,0,1521,Normal
1,2,2,0,0,1182,Normal
56,234,1,0,0,241,BruteForce
2,36,0,0,0,1504,Normal
0,1,3,0,0,873,Normal
4,47,8,0,1,2828,DataExfil
18,1226,2,0,0,55,Recon
143,471,2,0,0,121,BruteForce
0,8,2,0,0,350,Normal
4,58,22,1,1,281,Injection
5,724,5,0,0,88,Recon
153,178,2,0,0,115,BruteForce
7,17,36,1,0,61,Injection
1,74,34,1,0,352,Injection
162,326,1,0,0,92,BruteForce
3,1,0,0,0,1534,Normal
196,399,2,0,0,45,BruteForce
8,18,34,1,0,214,Injection
1,1592,8,0,0,48,Recon
3,9,1,0,0,878,Normal
61,337,2,0,0,256,BruteForce
3,13,0,0,0,1188,Normal
5,747,3,0,0,112,Recon
0,26,1,0,0,515,Normal
3,27,1,0,0,970,Normal
4,1472,4,0,0,53,Recon
0,58,16,0,1,1863,DataExfil
2,17,1,0,0,1552,Normal
0,8,4,0,0,893,Normal
1,14,5,0,0,718,Normal
173,366,0,0,0,277,BruteForce
0,35,3,0,0,1544,Normal
1,38,2,0,0,911,Normal
1,6,1,0,0,953,Normal
8,91,45,1,1,551,Injection
8,1160,5,0,0,60,Recon
1,1731,5,0,0,37,Recon
1,14,5,0,0,455,Normal
1,39,1,0,0,465,Normal
0,19,8,0,1,2284,DataExfil
3,13,5,0,0,970,Normal
2,25,1,0,0,1157,Normal
3,23,5,0,0,1429,Normal
1,30,0,0,0,1307,Normal
1,615,8,0,0,82,Recon
13,886,2,0,0,116,Recon
94,478,1,0,0,177,BruteForce
0,3,4,0,0,1245,Normal
7,47,18,1,0,179,Injection
2,33,0,0,0,197,Normal
0,28,5,0,0,731,Normal
163,191,2,0,0,106,BruteForce
166,370,2,0,0,56,BruteForce
196,487,1,0,0,124,BruteForce
0,39,14,0,1,3527,DataExfil
2,21,2,0,0,487,Normal
0,21,3,0,0,124,Normal
0,18,4,0,0,1727,Normal
1,1185,3,0,0,45,Recon
3,24,0,0,0,1693,Normal
3,34,2,0,0,470,Normal
3,26,15,0,1,3113,DataExfil
0,39,3,0,0,1604,Normal
3,4,3,0,0,1179,Normal
67,253,2,0,0,216,BruteForce
173,458,1,0,0,237,BruteForce
4,47,43,1,0,102,Injection
3,9,8,0,1,2363,DataExfil
0,18,15,0,1,1785,DataExfil
7,35,30,1,1,118,Injection
1,12,18,0,1,2418,DataExfil
0,15,0,0,0,1289,Normal
148,444,1,0,0,231,BruteForce
1,13,5,0,0,1556,Normal
176,290,0,0,0,151,BruteForce
3,39,5,0,0,1402,Normal
2,33,2,0,0,1433,Normal
1,19,5,0,0,938,Normal
1,17,5,0,0,275,Normal
3,19,0,0,0,554,Normal
2,5,5,0,0,994,Normal
3,12,1,0,0,132,Normal
1,20,4,0,0,1146,Normal
118,355,1,0,0,182,BruteForce
2,4,2,0,0,1712,Normal
150,159,0,0,0,225,BruteForce
6,126,30,1,0,370,Injection
0,49,13,0,1,1446,DataExfil
104,168,0,0,0,245,BruteForce
4,30,16,0,1,3455,DataExfil
66,137,2,0,0,94,BruteForce
1,35,2,0,0,1333,Normal
0,30,4,0,0,1181,Normal
5,113,29,1,0,171,Injection
4,21,13,0,1,3088,DataExfil
99,265,2,0,0,253,BruteForce
0,1,1,0,0,890,Normal
4,32,23,1,0,552,Injection
1,19,5,0,0,1742,Normal
139,126,1,0,0,299,BruteForce
2,32,1,0,0,1291,Normal
2,31,5,0,0,1101,Normal
0,9,4,0,0,663,Normal
181,350,1,0,0,107,BruteForce
0,28,5,0,0,1379,Normal
3,31,0,0,0,1571,Normal
8,1497,1,0,0,56,Recon
83,472,1,0,0,240,BruteForce
3,37,2,0,0,817,Normal
1,13,2,0,0,845,Normal
139,357,1,0,0,45,BruteForce
176,481,0,0,0,59,BruteForce
1,31,5,0,0,678,Normal
2,29,2,0,0,1490,Normal
4,691,4,0,0,61,Recon
3,971,2,0,0,93,Recon
1,39,1,0,0,383,Normal
54,362,1,0,0,282,BruteForce
3,22,12,0,1,1797,DataExfil
140,115,0,0,0,267,BruteForce
3,27,0,0,0,1563,Normal
0,29,0,0,0,1584,Normal
17,1389,9,0,0,80,Recon
1,9,15,0,1,2553,DataExfil
1,7,3,0,0,1500,Normal
91,306,1,0,0,33,BruteForce
1,26,1,0,0,641,Normal
1,121,27,1,0,261,Injection
0,22,0,0,0,146,Normal
0,93,21,1,0,151,Injection
3,48,11,0,1,2943,DataExfil
0,13,5,0,0,872,Normal
1,34,5,0,0,895,Normal
1,24,3,0,0,1133,Normal
1,2,2,0,0,1669,Normal
4,57,12,0,1,3427,DataExfil
2,28,5,0,0,1360,Normal
3,3,0,0,0,1160,Normal
15,1685,5,0,0,23,Recon
130,329,1,0,0,187,BruteForce
0,40,8,0,1,2374,DataExfil
1,14,1,0,0,1336,Normal
3,10,1,0,0,1778,Normal
4,32,15,0,1,3199,DataExfil
72,170,0,0,0,153,BruteForce
3,27,15,0,1,3504,DataExfil
4,28,15,0,1,3211,DataExfil
0,13,5,0,0,1106,Normal
1,36,12,0,1,911,DataExfil
2,6,3,0,0,1587,Normal
0,25,13,0,1,1367,DataExfil
3,10,1,0,0,1387,Normal
0,39,40,1,0,590,Injection
0,21,4,0,0,1247,Normal
0,133,21,1,0,436,Injection
1,1170,9,0,0,116,Recon
4,40,26,1,1,202,Injection
3,17,16,0,1,3073,DataExfil
1,29,2,0,0,1152,Normal
8,51,23,1,0,80,Injection
4,13,17,0,1,1175,DataExfil
2,5,9,0,1,1729,DataExfil
1,39,3,0,0,1768,Normal
109,259,2,0,0,147,BruteForce
137,130,2,0,0,117,BruteForce
2,2,3,0,0,1788,Normal
0,35,2,0,0,1052,Normal
2,126,22,1,0,575,Injection
3,20,1,0,0,768,Normal
5,34,18,1,0,360,Injection
4,23,18,0,1,998,DataExfil
0,16,5,0,0,1408,Normal
181,233,0,0,0,24,BruteForce
1,1,1,0,0,1384,Normal
1,22,3,0,0,711,Normal
89,341,1,0,0,279,BruteForce
8,23,19,1,0,320,Injection
2,5,0,0,0,983,Normal
58,377,1,0,0,26,BruteForce
3,17,1,0,0,595,Normal
1,55,6,0,1,1028,DataExfil
95,179,1,0,0,67,BruteForce
0,144,26,1,0,142,Injection
2,10,18,0,1,2267,DataExfil
1,29,2,0,0,1067,Normal
3,24,2,0,0,291,Normal
3,37,6,0,1,2788,DataExfil
0,30,1,0,0,789,Normal
3,37,13,0,1,2977,DataExfil
2,7,0,0,0,198,Normal
155,359,1,0,0,269,BruteForce
3,23,4,0,0,476,Normal
2,11,4,0,0,1797,Normal
0,22,7,0,1,2563,DataExfil
49,298,1,0,0,151,BruteForce
1,30,5,0,0,1225,Normal
3,13,3,0,0,296,Normal
2,33,5,0,0,346,Normal
4,24,11,0,1,3071,DataExfil
4,11,6,0,1,3500,DataExfil
145,135,0,0,0,18,BruteForce
1,11,0,0,0,1785,Normal
1,131,29,1,1,407,Injection
3,25,3,0,0,211,Normal
2,28,0,0,0,1074,Normal
1,34,3,0,0,313,Normal
2,5,3,0,0,1593,Normal
1,30,1,0,0,814,Normal
5,90,36,1,0,479,Injection
7,132,42,1,0,479,Injection
8,30,26,1,0,154,Injection
3,31,2,0,0,305,Normal
4,10,9,0,1,1226,DataExfil
48,370,0,0,0,114,BruteForce
2,19,9,0,1,2430,DataExfil
96,191,0,0,0,136,BruteForce
2,15,1,0,0,1762,Normal
2,22,13,0,1,1218,DataExfil
132,441,1,0,0,275,BruteForce
3,33,14,0,1,2660,DataExfil
17,1838,4,0,0,117,Recon
0,2,3,0,0,312,Normal
0,6,2,0,0,1718,Normal
2,26,3,0,0,1155,Normal
